,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S5(O3),T,RH,AH,PT08.S4(NO2)
4036,4165,1309.0,21.0,1323.0,505.0,1360.0,23.1,60.0,1.6711,2098.0
4037,4166,1333.0,26.2,1460.0,443.0,1455.0,24.7,55.1,1.6872,2231.0
4038,4167,1209.0,16.1,1182.0,546.0,1255.0,27.7,46.1,1.6852,1911.0
4039,4168,1180.0,15.3,1157.0,568.0,1202.0,29.8,38.8,1.6029,1874.0
4040,4169,1204.0,16.5,1196.0,552.0,1250.0,31.5,32.6,1.478,1884.0
4041,4170,1143.0,14.1,1119.0,610.0,1103.0,31.8,30.5,1.4083,1770.0
4042,4171,1120.0,12.2,1058.0,626.0,1049.0,31.4,31.8,1.441,1716.0
4043,4172,1030.0,8.9,935.0,726.0,791.0,32.5,28.7,1.3796,1583.0
4044,4173,1058.0,11.0,1016.0,673.0,832.0,33.8,25.8,1.3338,1625.0
4045,4174,1040.0,7.6,882.0,756.0,635.0,34.5,28.6,1.5393,1560.0
4046,4175,1093.0,10.1,981.0,666.0,733.0,32.7,33.0,1.5987,1676.0
4047,4176,1184.0,14.1,1119.0,594.0,912.0,31.4,35.4,1.5972,1806.0
4048,4177,1180.0,14.1,1121.0,568.0,947.0,27.7,43.5,1.592,1816.0
4049,4178,1079.0,10.3,988.0,633.0,899.0,26.2,47.8,1.5979,1694.0
4050,4179,1095.0,11.5,1032.0,621.0,984.0,25.7,48.7,1.5825,1730.0
4051,4180,1073.0,10.9,1009.0,639.0,955.0,25.2,50.1,1.58,1655.0
4052,4181,1063.0,10.4,991.0,655.0,966.0,24.4,53.4,1.6031,1672.0
4053,4182,1046.0,9.5,960.0,671.0,899.0,23.7,55.4,1.6031,1637.0
4054,4183,953.0,7.0,858.0,742.0,780.0,22.8,58.5,1.5992,1544.0
4055,4184,864.0,3.3,673.0,947.0,636.0,22.8,58.5,1.5985,1412.0
4056,4185,829.0,2.6,628.0,994.0,577.0,22.3,59.7,1.5889,1378.0
4057,4186,838.0,2.8,639.0,963.0,596.0,20.8,64.9,1.571,1391.0
4058,4187,913.0,4.3,728.0,802.0,887.0,19.7,66.8,1.5184,1418.0
4059,4188,1039.0,8.5,921.0,687.0,1115.0,19.8,64.3,1.4678,1556.0
4060,4189,1252.0,20.9,1320.0,499.0,1374.0,20.6,62.3,1.4915,2001.0
4061,4190,1410.0,35.2,1669.0,393.0,1644.0,23.2,54.0,1.5143,2555.0
4062,4191,1217.0,18.7,1261.0,533.0,1375.0,26.3,43.1,1.4542,1941.0
4063,4192,1114.0,12.8,1077.0,633.0,1199.0,29.1,35.4,1.4008,1705.0
4064,4193,1026.0,11.2,1020.0,689.0,992.0,30.0,31.6,1.3176,1603.0
4065,4194,1051.0,13.3,1094.0,646.0,966.0,32.4,26.3,1.2594,1675.0
4066,4195,1027.0,11.3,1024.0,700.0,814.0,31.3,29.1,1.3054,1588.0
4067,4196,996.0,10.4,992.0,722.0,727.0,31.1,28.6,1.2718,1580.0
4068,4197,1028.0,12.3,1060.0,686.0,806.0,33.3,24.4,1.232,1601.0
4069,4198,1030.0,12.3,1060.0,705.0,852.0,35.5,21.2,1.2022,1588.0
4070,4199,1133.0,19.4,1280.0,595.0,1093.0,34.6,22.0,1.189,1791.0
4071,4200,1180.0,21.5,1339.0,567.0,1211.0,33.3,23.6,1.1842,1868.0
4072,4201,1261.0,25.7,1446.0,528.0,1346.0,30.0,28.5,1.1896,2061.0
4073,4202,1093.0,14.5,1133.0,599.0,1200.0,28.0,33.0,1.2264,1708.0
4074,4203,1068.0,11.4,1029.0,650.0,1192.0,27.2,37.4,1.3279,1612.0
4075,4204,1031.0,9.5,958.0,700.0,1074.0,26.6,39.9,1.3657,1560.0
4076,4205,1055.0,11.6,1037.0,635.0,1161.0,25.3,41.7,1.3247,1632.0
4077,4206,1060.0,11.4,1029.0,622.0,1210.0,24.3,44.7,1.3432,1663.0
4078,4207,962.0,7.5,880.0,726.0,1050.0,24.4,45.6,1.3779,1484.0
4079,4208,874.0,5.3,776.0,846.0,873.0,23.1,49.9,1.3891,1416.0
4080,4209,832.0,3.1,661.0,977.0,766.0,22.7,51.3,1.3977,1312.0
4081,4210,834.0,4.0,709.0,907.0,835.0,21.8,54.1,1.4004,1348.0
4082,4211,865.0,4.6,745.0,866.0,901.0,21.0,56.9,1.3999,1394.0
4083,4212,903.0,5.8,803.0,819.0,853.0,21.8,55.5,1.4323,1471.0
4084,4213,1236.0,20.0,1297.0,542.0,1321.0,21.6,57.2,1.4607,1997.0
4085,4214,1464.0,30.0,1552.0,419.0,1738.0,22.8,54.2,1.4886,2366.0
4086,4215,1258.0,18.7,1261.0,514.0,1603.0,26.2,45.0,1.5098,1940.0
4087,4216,1203.0,15.8,1174.0,577.0,1426.0,30.8,34.8,1.5165,1824.0
4088,4217,1156.0,14.3,1127.0,616.0,1295.0,34.1,28.8,1.5105,1767.0
4089,4218,1106.0,14.4,1130.0,623.0,1093.0,35.9,24.7,1.437,1726.0
4090,4219,1008.0,11.6,1037.0,697.0,803.0,33.7,25.1,1.2915,1587.0
4091,4220,1011.0,11.1,1017.0,704.0,738.0,34.4,24.0,1.279,1569.0
4092,4221,1049.0,13.5,1100.0,667.0,870.0,36.4,20.3,1.214,1635.0
4093,4222,1053.0,13.7,1108.0,694.0,873.0,38.7,17.3,1.1729,1570.0
4094,4223,1088.0,15.3,1159.0,666.0,889.0,37.2,18.9,1.1774,1626.0
4095,4224,1248.0,26.0,1454.0,550.0,1599.0,36.1,20.0,1.1767,1917.0
4096,4225,1374.0,28.6,1517.0,490.0,1704.0,32.8,29.4,1.4344,2069.0
4097,4226,1213.0,17.0,1210.0,572.0,1424.0,30.0,35.9,1.4958,1809.0
4098,4227,1108.0,12.0,1051.0,640.0,1199.0,28.7,38.2,1.4794,1616.0
4099,4228,1071.0,10.1,982.0,649.0,1099.0,28.1,40.4,1.512,1557.0
4100,4229,1044.0,9.7,967.0,672.0,1133.0,27.4,41.4,1.4877,1540.0
4101,4230,1045.0,9.6,964.0,666.0,1140.0,26.4,44.0,1.4919,1554.0
4102,4231,1004.0,8.5,921.0,699.0,1092.0,24.9,47.9,1.4855,1495.0
4103,4232,944.0,5.7,796.0,784.0,1021.0,24.0,50.3,1.476,1407.0
4104,4233,868.0,3.1,657.0,921.0,764.0,25.2,47.9,1.5129,1356.0
4105,4234,850.0,2.7,632.0,954.0,803.0,24.2,50.6,1.5011,1316.0
4106,4235,873.0,3.3,668.0,911.0,744.0,23.1,55.0,1.5357,1354.0
4107,4236,905.0,5.1,766.0,842.0,818.0,22.9,56.2,1.5522,1438.0
4108,4237,1249.0,18.0,1239.0,540.0,1285.0,22.0,59.3,1.5523,1953.0
4109,4238,1488.0,34.5,1653.0,388.0,1782.0,23.7,54.0,1.5627,2537.0
4110,4239,1300.0,20.0,1296.0,489.0,1639.0,26.7,45.7,1.5747,1989.0
4111,4240,1311.0,18.9,1267.0,524.0,1662.0,31.4,34.5,1.5599,1941.0
4112,4241,1232.0,17.0,1210.0,565.0,1478.0,34.5,28.5,1.5324,1832.0
4113,4242,1113.0,13.4,1096.0,635.0,1050.0,36.4,23.6,1.4064,1636.0
4114,4243,1048.0,11.2,1021.0,698.0,846.0,35.1,23.2,1.2884,1570.0
4115,4244,1054.0,11.6,1036.0,697.0,830.0,35.7,22.2,1.2765,1585.0
4116,4245,1104.0,13.5,1102.0,670.0,1480.0,37.6,19.6,1.2534,1609.0
4117,4246,1130.0,13.9,1113.0,674.0,1127.0,38.8,17.6,1.1979,1623.0
4118,4247,1229.0,21.9,1348.0,565.0,1445.0,39.3,16.0,1.1138,1830.0
4119,4248,1347.0,23.2,1382.0,529.0,1543.0,37.0,23.6,1.4639,1961.0
4120,4249,1424.0,24.5,1417.0,488.0,1674.0,33.2,30.1,1.5095,2092.0
4121,4250,1305.0,16.3,1188.0,546.0,1524.0,31.0,33.1,1.462,1843.0
4122,4251,1180.0,13.1,1088.0,619.0,1339.0,29.5,33.4,1.3562,1662.0
4123,4252,1029.0,8.1,904.0,709.0,992.0,29.1,36.7,1.4502,1460.0
4124,4253,1080.0,8.1,902.0,702.0,1048.0,27.8,40.7,1.5002,1516.0
4125,4254,1197.0,11.4,1029.0,601.0,1362.0,26.0,45.3,1.4999,1628.0
4126,4255,1006.0,6.7,845.0,738.0,978.0,25.8,45.4,1.487,1430.0
4127,4256,987.0,6.2,820.0,772.0,935.0,25.4,45.9,1.4684,1400.0
4128,4257,958.0,4.5,735.0,816.0,906.0,25.2,46.4,1.464,1409.0
4129,4258,962.0,4.7,747.0,813.0,913.0,23.0,52.7,1.4568,1431.0
4130,4259,958.0,4.6,744.0,809.0,903.0,22.1,54.5,1.4337,1419.0
4131,4260,976.0,5.3,780.0,795.0,898.0,22.5,53.6,1.4422,1467.0
4132,4261,1088.0,9.1,945.0,636.0,1165.0,22.0,55.4,1.4436,1613.0
4133,4262,1159.0,11.0,1016.0,595.0,1260.0,23.4,51.6,1.4639,1681.0
4134,4263,1156.0,10.3,988.0,615.0,1250.0,26.7,43.0,1.4808,1634.0
4135,4264,1202.0,11.2,1021.0,649.0,1226.0,31.3,32.9,1.4771,1644.0
4136,4265,1226.0,12.9,1080.0,622.0,1188.0,34.8,27.1,1.4837,1697.0
4137,4266,1181.0,13.2,1091.0,638.0,1072.0,38.3,21.5,1.4263,1637.0
4138,4267,1062.0,9.8,969.0,729.0,782.0,37.1,21.2,1.3107,1459.0
4139,4268,1013.0,7.9,897.0,798.0,594.0,37.3,20.3,1.2771,1351.0
4140,4269,1029.0,8.3,913.0,787.0,607.0,38.3,19.3,1.2736,1373.0
4141,4270,1144.0,11.9,1046.0,682.0,879.0,40.7,17.0,1.2793,1564.0
4142,4271,1159.0,12.3,1059.0,664.0,945.0,39.5,18.5,1.3076,1580.0
4143,4272,1113.0,10.0,978.0,705.0,946.0,36.6,22.6,1.3664,1538.0
4144,4273,1100.0,9.1,944.0,730.0,882.0,32.8,28.2,1.3842,1524.0
4145,4274,1037.0,7.8,890.0,765.0,735.0,30.7,30.7,1.3338,1408.0
4146,4275,1055.0,10.3,988.0,720.0,874.0,30.1,28.7,1.2052,1490.0
4147,4276,980.0,8.0,901.0,812.0,731.0,29.7,25.4,1.044,1369.0
4148,4277,1083.0,13.3,1094.0,706.0,926.0,29.6,24.3,0.9889,1537.0
4149,4278,1399.0,30.3,1558.0,473.0,1652.0,28.0,29.1,1.0846,2052.0
4150,4279,1194.0,18.5,1255.0,555.0,1452.0,27.2,33.3,1.1788,1694.0
4151,4280,970.0,7.3,870.0,792.0,943.0,27.5,30.9,1.1155,1376.0
4152,4281,898.0,4.2,721.0,912.0,594.0,27.1,33.3,1.1762,1264.0
4153,4282,929.0,5.1,769.0,879.0,607.0,26.4,35.1,1.1919,1335.0
4154,4283,913.0,4.4,734.0,864.0,646.0,25.6,37.6,1.2131,1338.0
4155,4284,854.0,2.2,600.0,1102.0,542.0,25.4,38.6,1.2352,1252.0
4156,4285,881.0,2.9,647.0,964.0,550.0,25.5,38.2,1.2296,1250.0
4157,4286,867.0,2.5,618.0,1042.0,488.0,27.0,34.3,1.2089,1231.0
4158,4287,885.0,2.8,638.0,1059.0,484.0,29.9,29.6,1.2296,1248.0
4159,4288,899.0,3.0,654.0,1037.0,481.0,31.9,26.8,1.2477,1254.0
4160,4289,886.0,2.7,633.0,1071.0,453.0,33.0,23.5,1.1583,1214.0
4161,4290,864.0,3.0,651.0,1096.0,443.0,34.5,19.3,1.0369,1193.0
4162,4291,822.0,2.4,611.0,1191.0,403.0,33.2,19.0,0.9533,1138.0
4163,4292,810.0,2.2,597.0,1255.0,361.0,32.2,20.5,0.9699,1106.0
4164,4293,784.0,1.9,576.0,1327.0,342.0,32.6,17.5,0.8467,1060.0
4165,4294,823.0,2.7,633.0,1228.0,366.0,33.0,17.5,0.8683,1103.0
4166,4295,863.0,3.4,678.0,1153.0,434.0,32.9,17.5,0.8622,1139.0
4167,4296,880.0,4.3,728.0,1046.0,514.0,31.6,18.0,0.8243,1167.0
4168,4297,951.0,7.0,859.0,897.0,718.0,29.3,20.4,0.8162,1267.0
4169,4298,942.0,5.5,786.0,930.0,705.0,27.8,24.4,0.9002,1245.0
4170,4299,988.0,7.0,859.0,845.0,799.0,27.1,26.9,0.9524,1341.0
4171,4300,1008.0,6.7,845.0,832.0,856.0,26.3,29.5,0.9959,1349.0
4172,4301,965.0,5.1,769.0,878.0,667.0,25.9,32.9,1.0826,1315.0
4173,4302,957.0,4.1,717.0,911.0,579.0,25.3,36.9,1.1764,1322.0
4174,4303,921.0,3.2,666.0,954.0,480.0,24.8,40.1,1.2378,1288.0
4175,4304,854.0,1.7,562.0,1106.0,400.0,24.3,42.9,1.2906,1224.0
4176,4305,826.0,1.0,504.0,1250.0,385.0,24.0,45.5,1.3404,1204.0
4177,4306,828.0,1.0,501.0,1281.0,385.0,23.9,47.4,1.3881,1189.0
4178,4307,892.0,1.9,580.0,1076.0,516.0,23.5,49.1,1.3991,1271.0
4179,4308,954.0,3.1,660.0,938.0,728.0,23.7,49.2,1.4195,1342.0
4180,4309,1120.0,7.8,890.0,728.0,1035.0,23.6,49.6,1.4247,1546.0
4181,4310,1096.0,8.5,921.0,716.0,988.0,24.3,45.4,1.365,1534.0
4182,4311,1058.0,8.0,898.0,749.0,977.0,26.3,38.3,1.2932,1470.0
4183,4312,977.0,5.7,800.0,843.0,778.0,27.6,34.2,1.2464,1372.0
4184,4313,977.0,6.6,840.0,827.0,736.0,29.2,29.1,1.1586,1390.0
4185,4314,943.0,5.3,777.0,880.0,632.0,29.2,28.6,1.1423,1333.0
4186,4315,964.0,6.0,814.0,850.0,689.0,29.4,28.3,1.1434,1369.0
4187,4316,953.0,5.4,781.0,889.0,641.0,29.8,28.0,1.1558,1356.0
4188,4317,967.0,6.1,814.0,854.0,703.0,30.1,26.7,1.1217,1385.0
4189,4318,996.0,6.7,843.0,840.0,765.0,30.1,27.2,1.1406,1394.0
4190,4319,1091.0,11.7,1039.0,699.0,923.0,29.6,27.5,1.1229,1586.0
4191,4320,1114.0,13.5,1101.0,663.0,1057.0,29.6,27.7,1.1278,1632.0
4192,4321,1133.0,13.5,1101.0,647.0,1105.0,28.0,30.1,1.1226,1669.0
4193,4322,1031.0,8.5,921.0,731.0,897.0,26.8,33.8,1.1723,1490.0
4194,4323,952.0,5.5,787.0,856.0,723.0,25.7,35.8,1.16,1342.0
4195,4324,949.0,5.8,804.0,835.0,740.0,25.4,35.2,1.1255,1365.0
4196,4325,932.0,4.8,752.0,889.0,687.0,25.0,37.3,1.1614,1310.0
4197,4326,966.0,5.2,774.0,859.0,644.0,24.6,40.5,1.2362,1352.0
4198,4327,888.0,3.0,653.0,973.0,497.0,24.2,43.8,1.3057,1272.0
4199,4328,847.0,2.7,634.0,1012.0,525.0,24.0,43.7,1.2876,1258.0
4200,4329,856.0,3.6,687.0,955.0,726.0,21.9,48.3,1.2522,1260.0
4201,4330,881.0,4.4,735.0,876.0,783.0,22.4,47.2,1.2593,1308.0
4202,4331,882.0,4.0,711.0,936.0,741.0,22.9,46.5,1.2861,1310.0
4203,4332,1016.0,7.7,888.0,776.0,1040.0,23.1,47.0,1.3122,1485.0
4204,4333,1228.0,13.9,1113.0,628.0,1324.0,23.7,46.2,1.3376,1719.0
4205,4334,1311.0,22.0,1350.0,529.0,1486.0,25.8,41.9,1.3688,1957.0
4206,4335,1081.0,10.2,983.0,703.0,1079.0,27.3,38.3,1.3669,1546.0
4207,4336,1104.0,10.4,993.0,705.0,1081.0,31.0,29.1,1.2885,1539.0
4208,4337,991.0,8.0,898.0,787.0,806.0,31.6,25.5,1.1638,1412.0
4209,4338,1008.0,10.1,980.0,755.0,825.0,32.5,21.2,1.0173,1465.0
4210,4339,986.0,10.7,1005.0,752.0,907.0,31.7,20.5,0.9428,1439.0
4211,4340,948.0,7.9,893.0,828.0,768.0,31.5,21.5,0.9768,1374.0
4212,4341,919.0,7.1,862.0,851.0,697.0,31.6,20.8,0.9562,1293.0
4213,4342,958.0,9.0,940.0,820.0,728.0,32.4,19.4,0.9279,1380.0
4214,4343,1037.0,11.2,1021.0,747.0,786.0,31.7,20.3,0.9336,1451.0
4215,4344,1120.0,16.0,1181.0,653.0,1028.0,31.1,21.0,0.9337,1604.0
4216,4345,1205.0,19.9,1294.0,579.0,1317.0,28.9,25.4,0.9933,1744.0
4217,4346,1172.0,15.3,1159.0,597.0,1290.0,27.4,30.8,1.1112,1653.0
4218,4347,1088.0,11.1,1019.0,668.0,1165.0,26.3,34.1,1.1453,1554.0
4219,4348,1055.0,10.0,979.0,694.0,1086.0,25.4,35.2,1.1288,1517.0
4220,4359,1297.0,34.5,1654.0,848.0,1611.0,22.7,33.0,0.8987,1366.0
4221,4368,1325.0,18.9,1266.0,926.0,1543.0,32.4,19.8,0.9484,1441.0
4222,4369,1383.0,24.1,1406.0,824.0,1678.0,29.9,22.3,0.9235,1582.0
4223,4370,1254.0,18.1,1241.0,873.0,1431.0,28.2,24.8,0.936,1463.0
4224,4371,1221.0,15.8,1174.0,874.0,1413.0,26.8,28.9,1.0019,1481.0
4225,4372,1226.0,14.6,1138.0,862.0,1419.0,25.1,32.3,1.0131,1481.0
4226,4373,1100.0,10.6,999.0,984.0,1145.0,25.4,30.5,0.9722,1361.0
4227,4374,999.0,7.5,879.0,1114.0,960.0,24.9,28.3,0.8775,1261.0
4228,4375,980.0,7.4,873.0,1088.0,949.0,23.2,30.5,0.8558,1258.0
4229,4376,859.0,3.8,698.0,1254.0,819.0,22.3,33.6,0.8959,1157.0
4230,4377,814.0,2.3,606.0,1370.0,745.0,23.0,33.0,0.9184,1131.0
4231,4378,806.0,2.3,605.0,1366.0,725.0,21.4,35.7,0.8982,1132.0
4232,4379,813.0,2.7,631.0,1327.0,710.0,21.7,33.4,0.8545,1108.0
4233,4380,889.0,4.9,760.0,1224.0,806.0,20.3,35.5,0.8342,1213.0
4234,4381,1200.0,18.2,1246.0,798.0,1416.0,19.7,37.5,0.8501,1574.0
4235,4382,1289.0,21.4,1335.0,724.0,1521.0,21.0,35.6,0.8736,1681.0
4236,4383,1355.0,21.3,1333.0,741.0,1605.0,25.0,28.9,0.9025,1691.0
4237,4384,1277.0,19.9,1292.0,800.0,1481.0,31.0,21.9,0.9708,1626.0
4238,4385,1156.0,14.8,1142.0,907.0,1188.0,34.9,18.5,1.0189,1490.0
4239,4386,1054.0,12.6,1071.0,1006.0,940.0,37.1,15.0,0.9297,1380.0
4240,4387,1096.0,13.0,1083.0,971.0,986.0,35.0,17.3,0.9542,1430.0
4241,4388,1160.0,16.2,1185.0,873.0,1162.0,35.1,17.5,0.9733,1522.0
4242,4389,1148.0,15.0,1149.0,924.0,1047.0,35.4,16.6,0.9385,1473.0
4243,4390,1166.0,16.2,1186.0,878.0,1180.0,38.4,13.8,0.9221,1500.0
4244,4391,1315.0,22.7,1370.0,794.0,1399.0,37.6,14.5,0.9277,1689.0
4245,4392,1425.0,32.3,1605.0,660.0,2321.0,35.2,16.6,0.9242,1920.0
4246,4393,1329.0,22.3,1360.0,704.0,1894.0,31.2,25.5,1.1379,1768.0
4247,4394,1299.0,16.6,1197.0,763.0,1606.0,29.3,30.7,1.229,1688.0
4248,4395,1123.0,11.0,1015.0,845.0,1297.0,28.3,30.1,1.1392,1470.0
4249,4396,1089.0,11.3,1024.0,831.0,1182.0,27.4,31.5,1.133,1452.0
4250,4397,1081.0,9.3,950.0,876.0,1138.0,26.2,35.7,1.1929,1434.0
4251,4398,1031.0,7.3,871.0,950.0,972.0,25.2,38.1,1.2049,1393.0
4252,4399,969.0,5.5,787.0,1035.0,799.0,24.4,39.1,1.1784,1350.0
4253,4400,881.0,3.5,680.0,1175.0,630.0,23.7,39.1,1.1289,1251.0
4254,4401,869.0,2.8,638.0,1219.0,586.0,24.2,38.5,1.1491,1213.0
4255,4402,866.0,2.9,644.0,1162.0,629.0,24.5,38.5,1.1688,1218.0
4256,4403,895.0,3.6,689.0,1134.0,709.0,22.4,43.5,1.1624,1250.0
4257,4404,933.0,5.5,786.0,1018.0,858.0,22.3,43.8,1.1631,1306.0
4258,4405,1209.0,15.5,1163.0,762.0,1300.0,21.4,45.8,1.1515,1606.0
4259,4406,1417.0,28.3,1511.0,587.0,1676.0,22.9,41.3,1.1383,1975.0
4260,4407,1227.0,17.8,1233.0,739.0,1384.0,26.6,30.3,1.0378,1594.0
4261,4408,1093.0,12.8,1076.0,871.0,1125.0,30.3,23.0,0.977,1457.0
4262,4409,1135.0,15.7,1170.0,867.0,1189.0,32.8,18.9,0.9234,1523.0
4263,4410,1112.0,15.4,1161.0,866.0,1088.0,34.3,17.7,0.9416,1499.0
4264,4411,1147.0,15.6,1168.0,858.0,1118.0,33.3,18.9,0.9536,1492.0
4265,4412,1086.0,12.6,1070.0,907.0,924.0,33.0,20.1,0.9959,1423.0
4266,4413,1077.0,12.2,1056.0,908.0,935.0,33.6,19.6,1.0029,1406.0
4267,4414,1110.0,13.4,1098.0,882.0,1009.0,34.9,18.4,1.0106,1450.0
4268,4415,1146.0,14.3,1125.0,846.0,1016.0,33.4,20.3,1.027,1511.0
4269,4416,1211.0,16.5,1194.0,797.0,1188.0,31.6,22.7,1.041,1599.0
4270,4417,1218.0,17.4,1221.0,755.0,1290.0,29.2,26.9,1.0709,1599.0
4271,4418,1136.0,12.9,1082.0,824.0,1130.0,27.7,30.1,1.0991,1478.0
4272,4419,1017.0,8.2,908.0,932.0,880.0,27.1,31.0,1.0991,1354.0
4273,4420,1063.0,9.2,946.0,886.0,996.0,26.0,33.4,1.1071,1391.0
4274,4421,1083.0,9.3,951.0,880.0,1054.0,25.1,35.7,1.1222,1393.0
4275,4422,1077.0,10.4,994.0,829.0,1081.0,24.3,38.5,1.1525,1429.0
4276,4423,968.0,6.2,823.0,952.0,828.0,23.4,40.7,1.1551,1343.0
4277,4424,898.0,4.2,720.0,1059.0,661.0,23.2,41.2,1.1561,1259.0
4278,4425,859.0,3.1,656.0,1126.0,582.0,23.6,40.5,1.1667,1213.0
4279,4426,849.0,2.3,607.0,1189.0,544.0,23.5,40.9,1.1677,1190.0
4280,4427,886.0,3.1,658.0,1101.0,647.0,20.5,48.4,1.1557,1234.0
4281,4428,932.0,4.0,708.0,1057.0,720.0,20.7,48.4,1.1663,1285.0
4282,4429,1144.0,10.8,1006.0,757.0,1207.0,19.9,50.8,1.1694,1535.0
4283,4430,1222.0,13.0,1083.0,729.0,1273.0,21.3,47.2,1.1825,1624.0
4284,4431,1202.0,10.3,989.0,775.0,1303.0,24.0,40.8,1.1993,1506.0
4285,4432,1323.0,16.3,1190.0,698.0,1479.0,28.7,30.3,1.1769,1702.0
4286,4433,1219.0,12.7,1074.0,805.0,1191.0,31.9,24.7,1.1477,1532.0
4287,4434,1121.0,9.7,965.0,899.0,932.0,33.8,21.9,1.1331,1386.0
4288,4435,1096.0,9.1,942.0,893.0,826.0,32.7,22.7,1.1044,1366.0
4289,4436,1019.0,7.0,858.0,989.0,631.0,33.0,21.3,1.0512,1270.0
4290,4437,1045.0,7.0,857.0,994.0,598.0,33.9,21.2,1.0989,1308.0
4291,4438,1147.0,9.5,959.0,872.0,796.0,35.9,20.3,1.1845,1387.0
4292,4439,1145.0,9.8,971.0,883.0,759.0,34.2,22.6,1.197,1418.0
4293,4440,1202.0,11.7,1040.0,815.0,886.0,32.0,27.3,1.2752,1506.0
4294,4441,1283.0,13.9,1112.0,719.0,1071.0,29.3,32.6,1.3105,1583.0
4295,4442,1148.0,8.7,929.0,815.0,826.0,27.2,38.0,1.347,1443.0
4296,4443,1229.0,10.9,1012.0,743.0,1103.0,26.1,41.1,1.3705,1562.0
4297,4444,1287.0,12.3,1060.0,716.0,1221.0,25.3,44.6,1.4161,1595.0
4298,4445,1285.0,12.4,1062.0,715.0,1449.0,24.6,47.2,1.4424,1583.0
4299,4446,1251.0,12.1,1055.0,701.0,1364.0,24.1,48.8,1.4412,1602.0
4300,4447,1120.0,8.0,900.0,811.0,1111.0,23.6,50.4,1.447,1462.0
4301,4448,1108.0,8.4,917.0,797.0,1129.0,22.0,55.8,1.4585,1495.0
4302,4449,961.0,4.9,759.0,943.0,799.0,22.4,53.6,1.4379,1375.0
4303,4450,950.0,4.2,719.0,982.0,771.0,21.6,55.8,1.4228,1372.0
4304,4451,901.0,2.3,608.0,1105.0,646.0,21.8,55.2,1.4184,1299.0
4305,4452,903.0,2.5,619.0,1111.0,705.0,21.7,55.4,1.4192,1315.0
4306,4453,1024.0,4.9,757.0,923.0,908.0,20.6,59.8,1.435,1423.0
4307,4454,1093.0,6.6,837.0,830.0,1047.0,22.1,55.3,1.4495,1480.0
4308,4455,1097.0,6.5,833.0,853.0,1015.0,24.8,48.2,1.4883,1470.0
4309,4456,1126.0,6.4,830.0,853.0,938.0,27.9,43.4,1.6017,1528.0
4310,4457,1139.0,5.6,794.0,908.0,849.0,30.1,38.5,1.6212,1456.0
4311,4458,1178.0,6.4,832.0,858.0,844.0,28.2,48.6,1.8253,1542.0
4312,4459,1243.0,7.6,883.0,745.0,1036.0,24.8,70.4,2.1766,1660.0
4313,4460,1017.0,3.5,680.0,996.0,729.0,27.8,49.4,1.8209,1421.0
4314,4461,1048.0,3.3,672.0,1050.0,556.0,25.4,59.9,1.9168,1438.0
4315,4462,1254.0,6.6,840.0,787.0,846.0,26.1,66.8,2.231,1602.0
4316,4463,1287.0,8.3,911.0,796.0,942.0,28.0,53.2,1.981,1664.0
4317,4464,1215.0,8.0,900.0,823.0,902.0,27.4,51.4,1.8404,1604.0
4318,4465,1363.0,12.6,1071.0,697.0,1178.0,25.7,55.8,1.8149,1763.0
4319,4466,1436.0,17.5,1224.0,609.0,1426.0,24.6,60.3,1.8363,1886.0
4320,4467,1365.0,14.8,1143.0,655.0,1394.0,24.2,61.6,1.8381,1796.0
4321,4468,1506.0,23.3,1385.0,555.0,1935.0,23.8,63.5,1.8495,2260.0
4322,4469,1227.0,12.2,1055.0,705.0,1360.0,23.0,64.8,1.802,1772.0
4323,4470,1038.0,7.2,866.0,833.0,1061.0,23.0,63.3,1.7589,1570.0
4324,4471,934.0,4.6,744.0,970.0,870.0,22.8,63.3,1.7355,1473.0
4325,4472,900.0,3.8,699.0,1036.0,799.0,21.0,68.6,1.6873,1452.0
4326,4473,870.0,3.7,692.0,1070.0,779.0,20.4,70.7,1.6734,1443.0
4327,4474,875.0,4.0,713.0,1027.0,809.0,19.4,73.4,1.6417,1436.0
4328,4475,940.0,5.5,789.0,917.0,914.0,19.5,72.0,1.6118,1473.0
4329,4476,1053.0,8.3,913.0,824.0,1033.0,19.7,70.3,1.5925,1578.0
4330,4477,1509.0,28.2,1508.0,533.0,1572.0,20.4,66.7,1.577,2257.0
4331,4478,1559.0,32.1,1599.0,498.0,1704.0,21.8,61.8,1.5966,2374.0
4332,4479,1313.0,17.7,1231.0,626.0,1455.0,23.0,60.2,1.6652,1889.0
4333,4480,1372.0,18.4,1251.0,609.0,1588.0,25.4,53.0,1.6963,1890.0
4334,4481,1320.0,16.3,1190.0,655.0,1482.0,30.0,41.6,1.7324,1825.0
4335,4482,1346.0,18.2,1246.0,639.0,1458.0,32.6,34.8,1.6872,1907.0
4336,4483,1307.0,17.9,1236.0,649.0,1356.0,32.2,34.2,1.6145,1869.0
4337,4484,1157.0,12.6,1069.0,737.0,1100.0,32.1,33.5,1.569,1653.0
4338,4485,1154.0,11.3,1026.0,773.0,1212.0,32.6,31.8,1.5361,1623.0
4339,4486,1172.0,14.9,1145.0,735.0,1049.0,35.2,25.2,1.4111,1676.0
4340,4487,1241.0,18.5,1254.0,693.0,1149.0,34.3,24.7,1.3154,1735.0
